mode,thread_number,load_operations,run_operations,key_size(B),value_size(B),overall_throughput(IOPS),average_latency(ns)
false,10,10000000,10000000,16,256,145069.401329,6893.252408
true,10,10000000,10000000,16,256,134063.981582,7459.125025
false,12,10000000,10000000,16,256,152074.627428,6575.718888
true,12,10000000,10000000,16,256,160954.689049,6212.928657
false,14,10000000,10000000,16,256,129259.955472,7736.348015
true,14,10000000,10000000,16,256,141698.388597,7057.243275
false,16,10000000,10000000,16,256,164855.015012,6065.936180
true,16,10000000,10000000,16,256,141145.496826,7084.887740
false,18,10000000,10000000,16,256,178894.195560,5589.896290
true,18,10000000,10000000,16,256,146184.026991,6840.692657
false,1,10000000,10000000,16,256,17831.170429,56081.568173
true,1,10000000,10000000,16,256,19299.042417,51816.042391
false,20,10000000,10000000,16,256,203135.450670,4922.823647
true,20,10000000,10000000,16,256,157094.241096,6365.605722
false,22,10000000,10000000,16,256,206676.059313,4838.489776
true,22,10000000,10000000,16,256,182510.105938,5479.148647
false,24,10000000,10000000,16,256,205489.732803,4866.423185
true,24,10000000,10000000,16,256,208885.061609,4787.321756
false,2,10000000,10000000,16,256,32705.403281,30575.987442
true,2,10000000,10000000,16,256,33150.930324,30165.065964
false,4,10000000,10000000,16,256,59325.476060,16856.164778
true,4,10000000,10000000,16,256,65087.740989,15363.876281
false,6,10000000,10000000,16,256,112577.697537,8882.754061
true,6,10000000,10000000,16,256,100434.832293,9956.705031
false,8,10000000,10000000,16,256,128925.900513,7756.393370
true,8,10000000,10000000,16,256,116857.683183,8557.417645
