mode,thread_number,load_operations,run_operations,key_size(B),value_size(B),overall_throughput(IOPS),average_latency(ns)
false,12,50000000,50000000,16,256,142074.949572,7038.538483
true,12,50000000,50000000,16,256,134335.540495,7444.046425
false,1,50000000,50000000,16,256,19794.356713,50519.449281
true,1,50000000,50000000,16,256,19691.520396,50783.280310
false,4,50000000,50000000,16,256,78926.518140,12670.012862
true,4,50000000,50000000,16,256,44138.653661,22655.879078
false,8,50000000,50000000,16,256,113306.339595,8825.631501
true,8,50000000,50000000,16,256,101328.147034,9868.926150
