mode,thread_number,load_operations,run_operations,key_size(B),value_size(B),overall_throughput(IOPS),average_latency(ns)
false,12,50000000,50000000,16,256,128011.237419,7811.814183
true,12,50000000,50000000,16,256,150527.460063,6643.306142
false,1,50000000,50000000,16,256,18805.980430,53174.574107
true,1,50000000,50000000,16,256,19928.956584,50178.241684
false,4,50000000,50000000,16,256,74336.831600,13452.281708
true,4,50000000,50000000,16,256,33811.332417,29575.882656
false,8,50000000,50000000,16,256,121666.031558,8219.220987
true,8,50000000,50000000,16,256,81008.467375,12344.388586
