mode,thread_number,load_operations,run_operations,key_size(B),value_size(B),overall_throughput(IOPS),average_latency(ns)
false,12,50000000,50000000,16,256,134752.814513,7420.995277
true,12,50000000,50000000,16,256,125209.881116,7986.590124
false,1,50000000,50000000,16,256,19927.306396,50182.396964
true,1,50000000,50000000,16,256,20887.906494,47874.591946
false,4,50000000,50000000,16,256,48700.760370,20533.560306
true,4,50000000,50000000,16,256,44067.262808,22692.582572
false,8,50000000,50000000,16,256,137419.285927,7276.998954
true,8,50000000,50000000,16,256,81832.345568,12220.106769
