mode,thread_number,load_operations,run_operations,key_size(B),value_size(B),overall_throughput(IOPS),average_latency(ns)
false,1,10000000,10000000,16,1024,8838.430154,113142.264249
true,1,10000000,10000000,16,1024,8880.115454,112611.148491
false,104,10000000,10000000,16,1024,199408.755441,5014.824940
true,104,10000000,10000000,16,1024,182568.575916,5477.393878
false,112,10000000,10000000,16,1024,201331.120960,4966.941997
true,112,10000000,10000000,16,1024,182734.961315,5472.406554
false,120,10000000,10000000,16,1024,201382.872564,4965.665587
true,120,10000000,10000000,16,1024,183565.086928,5447.659011
false,128,10000000,10000000,16,1024,151098.300580,6618.208121
true,128,10000000,10000000,16,1024,175973.540166,5682.672515
false,16,10000000,10000000,16,1024,86320.603890,11584.719695
true,16,10000000,10000000,16,1024,81343.833268,12293.494907
false,24,10000000,10000000,16,1024,106854.220027,9358.544751
true,24,10000000,10000000,16,1024,100200.511390,9979.988985
false,32,10000000,10000000,16,1024,139326.340741,7177.393698
true,32,10000000,10000000,16,1024,111279.979869,8986.342388
false,40,10000000,10000000,16,1024,164091.560868,6094.158619
true,40,10000000,10000000,16,1024,121478.791341,8231.889608
false,48,10000000,10000000,16,1024,182910.454183,5467.156071
true,48,10000000,10000000,16,1024,114296.210082,8749.196489
false,56,10000000,10000000,16,1024,198054.812918,5049.107291
true,56,10000000,10000000,16,1024,144693.832962,6911.144584
false,64,10000000,10000000,16,1024,216958.250261,4609.181715
true,64,10000000,10000000,16,1024,147524.588070,6778.531044
false,72,10000000,10000000,16,1024,212805.063144,4699.136314
true,72,10000000,10000000,16,1024,165386.882232,6046.428752
false,8,10000000,10000000,16,1024,45816.189391,21826.345956
true,8,10000000,10000000,16,1024,47701.152515,20963.854064
false,80,10000000,10000000,16,1024,213787.522483,4677.541460
true,80,10000000,10000000,16,1024,194493.001584,5141.573177
false,88,10000000,10000000,16,1024,207008.650850,4830.715991
true,88,10000000,10000000,16,1024,198260.505596,5043.868909
false,96,10000000,10000000,16,1024,203128.934408,4922.981568
true,96,10000000,10000000,16,1024,195616.586786,5112.040939
