mode,thread_number,load_operations,run_operations,key_size(B),value_size(B),overall_throughput(IOPS),average_latency(ns)
false,10,10000000,10000000,16,256,143249.160021,6980.843726
true,10,10000000,10000000,16,256,138102.542160,7240.996323
false,12,10000000,10000000,16,256,147240.837191,6791.594092
true,12,10000000,10000000,16,256,144688.442527,6911.402062
false,14,10000000,10000000,16,256,122202.244092,8183.155779
true,14,10000000,10000000,16,256,135091.049081,7402.414940
false,16,10000000,10000000,16,256,160530.288680,6229.354025
true,16,10000000,10000000,16,256,140916.012804,7096.425595
false,18,10000000,10000000,16,256,175208.623369,5707.481634
true,18,10000000,10000000,16,256,146144.944770,6842.522002
false,1,10000000,10000000,16,256,20234.356920,49420.893581
true,1,10000000,10000000,16,256,12017.700262,83210.595886
false,20,10000000,10000000,16,256,201822.971284,4954.837369
true,20,10000000,10000000,16,256,155670.235412,6423.835599
false,22,10000000,10000000,16,256,203013.168274,4925.788847
true,22,10000000,10000000,16,256,182092.818982,5491.704756
false,24,10000000,10000000,16,256,199744.335687,5006.399789
true,24,10000000,10000000,16,256,198909.089951,5027.422328
false,26,10000000,10000000,16,256,178691.639696,5596.232715
true,26,10000000,10000000,16,256,195370.496136,5118.480117
false,28,10000000,10000000,16,256,174986.261942,5714.734339
true,28,10000000,10000000,16,256,199439.826166,5014.043680
false,2,10000000,10000000,16,256,32287.589240,30971.652686
true,2,10000000,10000000,16,256,37227.012962,26862.214302
false,30,10000000,10000000,16,256,165124.908738,6056.021515
true,30,10000000,10000000,16,256,202433.593632,4939.891557
false,32,10000000,10000000,16,256,159381.271639,6274.262903
true,32,10000000,10000000,16,256,202899.972200,4928.536900
false,34,10000000,10000000,16,256,162044.886445,6171.129629
true,34,10000000,10000000,16,256,206546.039496,4841.535584
false,36,10000000,10000000,16,256,163498.170876,6116.276376
true,36,10000000,10000000,16,256,207485.466396,4819.614681
false,38,10000000,10000000,16,256,155920.795647,6413.512680
true,38,10000000,10000000,16,256,213801.053910,4677.245419
false,40,10000000,10000000,16,256,166280.685077,6013.927592
true,40,10000000,10000000,16,256,217625.480588,4595.050163
false,42,10000000,10000000,16,256,165701.115666,6034.962384
true,42,10000000,10000000,16,256,218360.957757,4579.573245
false,44,10000000,10000000,16,256,173079.434189,5777.693951
true,44,10000000,10000000,16,256,226041.159616,4423.973057
false,46,10000000,10000000,16,256,168585.069989,5931.723373
true,46,10000000,10000000,16,256,219169.011033,4562.688837
false,48,10000000,10000000,16,256,175672.597076,5692.407448
true,48,10000000,10000000,16,256,232125.885637,4308.007258
false,4,10000000,10000000,16,256,50290.309240,19884.546648
true,4,10000000,10000000,16,256,64540.146314,15494.231995
false,6,10000000,10000000,16,256,104359.157594,9582.292758
true,6,10000000,10000000,16,256,99711.995548,10028.883631
false,8,10000000,10000000,16,256,117129.607397,8537.551028
true,8,10000000,10000000,16,256,107266.379638,9322.585542
